"Threshold","Variables","TrainingDataSize","avgProfit","avgHitRate","avgBets"
"Med","MFTAGt , MFTAGm","Med",123.666666666667,0.581746031746032,34.3333333333333
"Med","MFTAGt , MFTAGm","Min",-725.666666666667,0.535830420683156,86.6666666666667
"Med","MFTAGt , MFTAGm , MFTHGm","Low",-367.666666666667,0.579846254121616,67.6666666666667
"Med","MFTAGt , MFTAGm , MFTHGm","Max",152.333333333333,0.718055555555556,13.3333333333333
"Med","MFTAGt , MFTAGm , MFTHGm","Med",241,0.650510204081633,38.6666666666667
"Med","MFTAGt , MFTAGm , MFTHGm","Min",-756.333333333333,0.582470361882127,101.666666666667
"Med","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Low",-1093,0.490896259872709,133.666666666667
"Med","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Max",22.6666666666666,0.630753968253968,14
"Med","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Med",-13.0000000000001,0.531115181115181,70.6666666666667
"Med","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Min",-1986,0.487910265116147,195
"Med","MFTAGt , MFTAGm , OddO2.5","Low",-1036.66666666667,0.455110085499578,126.666666666667
"Med","MFTAGt , MFTAGm , OddO2.5","Max",188.666666666667,0.520833333333333,12.3333333333333
"Med","MFTAGt , MFTAGm , OddO2.5","Med",106.666666666667,0.493823042037328,68.6666666666667
"Med","MFTAGt , MFTAGm , OddO2.5","Min",-1733.33333333333,0.46190546925841,183.666666666667
"Med","MFTAGt , MFTHGm","Low",-84.6666666666667,0.596165458937198,60
"Med","MFTAGt , MFTHGm","Max",133.666666666667,0.670833333333333,11.3333333333333
"Med","MFTAGt , MFTHGm","Med",576,0.723412698412698,35.6666666666667
"Med","MFTAGt , MFTHGm","Min",-437.666666666667,0.561913345983555,87.3333333333333
"Med","MFTAGt , MFTHGm , OddO2.5","Low",-614.333333333333,0.498551203895407,130.333333333333
"Med","MFTAGt , MFTHGm , OddO2.5","Max",105.666666666667,0.568055555555556,13
"Med","MFTAGt , MFTHGm , OddO2.5","Med",342.333333333333,0.534710593639165,68.6666666666667
"Med","MFTAGt , MFTHGm , OddO2.5","Min",-1174,0.500010610304728,193
"Med","MFTAGt , MFTHGt","Low",-416.666666666667,0.501388888888889,53
"Med","MFTAGt , MFTHGt","Max",95.3333333333334,0.634722222222222,11.3333333333333
"Med","MFTAGt , MFTHGt","Med",189,0.525793650793651,30.6666666666667
"Med","MFTAGt , MFTHGt","Min",-1093.66666666667,0.448106550312433,74
"Med","MFTAGt , MFTHGt , MFTAGm","Low",-341.333333333333,0.468700396825397,63
"Med","MFTAGt , MFTHGt , MFTAGm","Max",192.333333333333,0.779861111111111,13.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm","Med",181,0.564087301587302,36.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm","Min",-817.333333333333,0.515995741731036,92.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Low",-452.666666666667,0.541429172679173,70.3333333333333
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Max",75,0.763888888888889,13
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Med",302.333333333333,0.697592883307169,40.3333333333333
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Min",-978,0.550544441261353,107.333333333333
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Low",-1134,0.483512575722721,131
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Max",-67,0.59973544973545,14.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Med",-168.666666666667,0.520572417000988,70.3333333333333
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Min",-1744.66666666667,0.489341948900772,192.333333333333
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Low",-1195,0.435369939038417,124.333333333333
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Max",93.6666666666666,0.485119047619048,12.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Med",-120,0.457354351997209,67.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Min",-1921,0.439188099482217,180.666666666667
"Med","MFTAGt , MFTHGt , MFTHGm","Low",-373,0.548743386243386,66
"Med","MFTAGt , MFTHGt , MFTHGm","Max",37.6666666666667,0.647619047619048,12.3333333333333
"Med","MFTAGt , MFTHGt , MFTHGm","Med",327,0.681179138321996,38
"Med","MFTAGt , MFTHGt , MFTHGm","Min",-742.666666666667,0.54827847805789,99
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Low",-748,0.497465924775707,127
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Max",72,0.571527777777778,14
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Med",158.333333333333,0.536875690447119,68
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Min",-1059,0.503763828763829,188.666666666667
"Med","MFTAGt , MFTHGt , OddO2.5","Low",-1265,0.435060098918795,111.666666666667
"Med","MFTAGt , MFTHGt , OddO2.5","Max",1.33333333333332,0.433796296296296,10.6666666666667
"Med","MFTAGt , MFTHGt , OddO2.5","Med",-156.666666666667,0.466287284144427,60.3333333333333
"Med","MFTAGt , MFTHGt , OddO2.5","Min",-2084.33333333333,0.43474025974026,163.333333333333
"Med","MFTAGt , OddO2.5","Low",-1075.66666666667,0.438469059121233,110
"Med","MFTAGt , OddO2.5","Max",1.33333333333332,0.433796296296296,10.6666666666667
"Med","MFTAGt , OddO2.5","Med",-79.6666666666667,0.469684283969998,59.6666666666667
"Med","MFTAGt , OddO2.5","Min",-1631,0.448757886993181,160.666666666667
"Med","MFTHGm","Low",-306.666666666667,0.616759702286018,42.3333333333333
"Med","MFTHGm","Max",93.3333333333333,0.701388888888889,8.33333333333333
"Med","MFTHGm","Med",372.666666666667,0.731213231213231,24.3333333333333
"Med","MFTHGm","Min",-489,0.601010575021629,63.6666666666667
"Med","MFTHGm , OddO2.5","Low",-491.666666666667,0.499701378868046,128.333333333333
"Med","MFTHGm , OddO2.5","Max",105.666666666667,0.621230158730159,13
"Med","MFTHGm , OddO2.5","Med",432.666666666667,0.5447940287226,68.3333333333333
"Med","MFTHGm , OddO2.5","Min",-1278.33333333333,0.499573023653906,193.333333333333
"Med","MFTHGt","Low",-501.333333333333,0.52866344605475,49.6666666666667
"Med","MFTHGt","Max",66.6666666666667,0.768055555555556,10.3333333333333
"Med","MFTHGt","Med",271.666666666667,0.575,28.6666666666667
"Med","MFTHGt","Min",-823.333333333333,0.476583810454778,70.3333333333333
"Med","MFTHGt , MFTAGm","Low",-644.666666666667,0.457903439153439,63.6666666666667
"Med","MFTHGt , MFTAGm","Max",95,0.798412698412698,12.6666666666667
"Med","MFTHGt , MFTAGm","Med",116.666666666667,0.560657596371882,35.6666666666667
