"Threshold","Variables","TrainingDataSize","avgProfit","avgHitRate","avgBets"
"Med","MFTAGt , MFTHGt","Min",-130.666666666667,0.453667385057471,69
"Med","MFTAGt , MFTHGt , MFTAGm","Low",284.333333333333,0.547020803270803,47.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm","Max",-88,0.555555555555556,9.33333333333333
"Med","MFTAGt , MFTHGt , MFTAGm","Med",194.333333333333,0.58380574452003,31.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm","Min",371.333333333333,0.541645021645022,73.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Low",66.9999999999999,0.569162210338681,57.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Max",-34.3333333333333,0.633333333333333,10
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Med",84.3333333333333,0.583078958078958,36
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Min",64.9999999999999,0.556188401286441,86
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Low",-739.333333333333,0.339007744804846,50.6666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Max",-165.666666666667,0.194444444444444,3
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Med",-691,0.305128205128205,27
"Med","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Min",-1128.66666666667,0.350797064345451,77
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Low",-542,0.359419711994083,48
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Max",-56.6666666666667,0.5,3.66666666666667
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Med",-731,0.308359233359233,27
"Med","MFTAGt , MFTHGt , MFTAGm , OddO2.5","Min",-869.333333333333,0.372855862775218,71.3333333333333
"Med","MFTAGt , MFTHGt , MFTHGm","Low",-43.3333333333334,0.531818181818182,57
"Med","MFTAGt , MFTHGt , MFTHGm","Max",-38.6666666666667,0.583333333333333,8.33333333333333
"Med","MFTAGt , MFTHGt , MFTHGm","Med",-93.6666666666667,0.506532356532357,36
"Med","MFTAGt , MFTHGt , MFTHGm","Min",-179,0.511229380641145,80.6666666666667
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Low",-714.666666666667,0.326154401154401,50
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Max",-162.333333333333,0.166666666666667,3
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Med",-797.666666666667,0.275019425019425,29
"Med","MFTAGt , MFTHGt , MFTHGm , OddO2.5","Min",-855.333333333333,0.361184737892191,72
"Med","MFTAGt , MFTHGt , OddO2.5","Low",-795,0.317345818432775,53
"Med","MFTAGt , MFTHGt , OddO2.5","Max",-55.6666666666667,0.361111111111111,5.33333333333333
"Med","MFTAGt , MFTHGt , OddO2.5","Med",-826.333333333333,0.29017094017094,32
"Med","MFTAGt , MFTHGt , OddO2.5","Min",-689,0.362519640852974,74.6666666666667
"Med","MFTAGt , OddO2.5","Low",-716.666666666667,0.323033649120606,52.6666666666667
"Med","MFTAGt , OddO2.5","Max",-22.3333333333333,0.361111111111111,5
"Med","MFTAGt , OddO2.5","Med",-669.666666666667,0.297008547008547,31.3333333333333
"Med","MFTAGt , OddO2.5","Min",-553,0.363879536101758,73.3333333333333
"Med","MFTHGm","Low",-303.333333333333,0.541982976765585,36.3333333333333
"Med","MFTHGm","Max",90,0.680555555555556,7.66666666666667
"Med","MFTHGm","Med",136.333333333333,0.632539682539683,23.3333333333333
"Med","MFTHGm","Min",-315,0.536317593891226,52
"Med","MFTHGm , OddO2.5","Low",-658.666666666667,0.31852252685586,40.6666666666667
"Med","MFTHGm , OddO2.5","Max",-209,0.333333333333333,3.66666666666667
"Med","MFTHGm , OddO2.5","Med",-740.666666666667,0.274708624708625,22.3333333333333
"Med","MFTHGm , OddO2.5","Min",-806,0.351796392953234,59
"Med","MFTHGt","Low",-165,0.463102199944305,24
"Med","MFTHGt","Max",67.6666666666667,0.611111111111111,5.33333333333333
"Med","MFTHGt","Med",34.6666666666666,0.495360195360195,17
"Med","MFTHGt","Min",-289.666666666667,0.447148736037625,32.6666666666667
"Med","MFTHGt , MFTAGm","Low",-267.333333333333,0.489318783068783,38.6666666666667
"Med","MFTHGt , MFTAGm","Max",-45.3333333333333,0.541666666666667,6.66666666666667
"Med","MFTHGt , MFTAGm","Med",-188.333333333333,0.548168498168498,24.3333333333333
"Med","MFTHGt , MFTAGm","Min",-140.333333333333,0.511880144457277,58
"Med","MFTHGt , MFTAGm , MFTHGm","Low",-437,0.531287512809252,44.6666666666667
"Med","MFTHGt , MFTAGm , MFTHGm","Max",48.3333333333333,0.597222222222222,8
"Med","MFTHGt , MFTAGm , MFTHGm","Med",-37.3333333333334,0.61031746031746,28.3333333333333
"Med","MFTHGt , MFTAGm , MFTHGm","Min",-578,0.512939814814815,68
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Low",-938,0.316959064327485,43.3333333333333
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Max",-165.666666666667,0.166666666666667,3
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Med",-861.333333333333,0.266666666666667,22.3333333333333
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Min",-1194.66666666667,0.342010784731091,67
"Med","MFTHGt , MFTAGm , OddO2.5","Low",-388.666666666667,0.357516339869281,41.6666666666667
"Med","MFTHGt , MFTAGm , OddO2.5","Max",-129,0.5,3
"Med","MFTHGt , MFTAGm , OddO2.5","Med",-665,0.262996632996633,22.3333333333333
"Med","MFTHGt , MFTAGm , OddO2.5","Min",-794.666666666667,0.348901577349853,60
"Med","MFTHGt , MFTHGm","Low",-466,0.507850564468212,37
"Med","MFTHGt , MFTHGm","Max",14,0.611111111111111,7.66666666666667
"Med","MFTHGt , MFTHGm","Med",-180.666666666667,0.539044289044289,21
"Med","MFTHGt , MFTHGm","Min",-750.666666666667,0.483728536966085,56
"Med","MFTHGt , MFTHGm , OddO2.5","Low",-846,0.29604630262525,41.6666666666667
"Med","MFTHGt , MFTHGm , OddO2.5","Max",-279,0.166666666666667,3.66666666666667
"Med","MFTHGt , MFTHGm , OddO2.5","Med",-979,0.224708624708625,22.3333333333333
"Med","MFTHGt , MFTHGm , OddO2.5","Min",-1064.66666666667,0.330485862206292,62
"Med","MFTHGt , OddO2.5","Low",-434,0.334876543209877,41
"Med","MFTHGt , OddO2.5","Max",-79,0.333333333333333,3.33333333333333
"Med","MFTHGt , OddO2.5","Med",-381.666666666667,0.302771302771303,21.6666666666667
"Med","MFTHGt , OddO2.5","Min",-545.666666666667,0.349256905977336,56.6666666666667
"Med","OddO2.5","Low",-363,0.32669637055602,38.6666666666667
"Med","OddO2.5","Max",-129,0.277777777777778,3
"Med","OddO2.5","Med",-294,0.29040404040404,20
"Med","OddO2.5","Min",-451.333333333333,0.337928499218822,53.3333333333333
"Max","MFTAGm","Low",-656.333333333333,0.384038800705467,24.3333333333333
"Max","MFTAGm","Max",-140.666666666667,0.421296296296296,4.66666666666667
"Max","MFTAGm","Med",-349.333333333333,0.498473748473748,15.3333333333333
"Max","MFTAGm","Min",-568.666666666667,0.473946360153257,35.6666666666667
"Max","MFTAGm , MFTHGm","Low",-358.333333333333,0.511939571150097,32
"Max","MFTAGm , MFTHGm","Max",112,0.708333333333333,6
"Max","MFTAGm , MFTHGm","Med",45.6666666666667,0.623106060606061,19
"Max","MFTAGm , MFTHGm","Min",-379.333333333333,0.518710411909646,48
"Max","MFTAGm , MFTHGm , OddO2.5","Low",-128.333333333333,0.377525252525252,16.6666666666667
"Max","MFTAGm , MFTHGm , OddO2.5","Max",-33.3333333333333,NA,0.333333333333333
"Max","MFTAGm , MFTHGm , OddO2.5","Med",13.3333333333333,0.4375,9
"Max","MFTAGm , MFTHGm , OddO2.5","Min",-286,0.3875,27.3333333333333
"Max","MFTAGm , OddO2.5","Low",-216.666666666667,0.315099715099715,18.3333333333333
