"NVariables","Variables","Profit","Accuracy","NumBets","TrainingDataSize","Threshold"
3,"MFTHGt , MFTHGm , OddO2.5",396,0.740740740740741,1,"Med",2.9
3,"MFTAGm , MFTHGm , OddO2.5",546,0.621212121212121,1,"Med",2.9
4,"MFTAGt , MFTHGt , MFTAGm , MFTHGm",249,0.785714285714286,1,"Med",2.9
4,"MFTAGt , MFTHGt , MFTAGm , OddO2.5",92,0.651515151515151,1,"Med",2.9
4,"MFTAGt , MFTHGt , MFTHGm , OddO2.5",668,0.787878787878788,1,"Med",2.9
4,"MFTAGt , MFTAGm , MFTHGm , OddO2.5",181,0.666666666666667,1,"Med",2.9
4,"MFTHGt , MFTAGm , MFTHGm , OddO2.5",377,0.666666666666667,1,"Med",2.9
5,"MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5",125,0.6875,1,"Med",2.9
1,"MFTAGt",-171,0.458333333333333,1,"Max",2.9
1,"MFTHGt",50,0.75,1,"Max",2.9
1,"MFTAGm",342,1,1,"Max",2.9
1,"MFTHGm",253,0.75,1,"Max",2.9
1,"OddO2.5",250,1,1,"Max",2.9
2,"MFTAGt , MFTHGt",-142,0.5,1,"Max",2.9
2,"MFTAGt , MFTAGm",72,0.625,1,"Max",2.9
2,"MFTAGt , MFTHGm",-376,0.395833333333333,1,"Max",2.9
2,"MFTAGt , OddO2.5",29,0.541666666666667,1,"Max",2.9
2,"MFTHGt , MFTAGm",150,1,1,"Max",2.9
2,"MFTHGt , MFTHGm",233,0.75,1,"Max",2.9
2,"MFTHGt , OddO2.5",97,1,1,"Max",2.9
2,"MFTAGm , MFTHGm",660,0.9375,1,"Max",2.9
2,"MFTAGm , OddO2.5",397,1,1,"Max",2.9
2,"MFTHGm , OddO2.5",206,0.708333333333333,1,"Max",2.9
3,"MFTAGt , MFTHGt , MFTAGm",-33,0.5,1,"Max",2.9
3,"MFTAGt , MFTHGt , MFTHGm",-9.99999999999999,0.666666666666667,1,"Max",2.9
3,"MFTAGt , MFTHGt , OddO2.5",-142,0.5,1,"Max",2.9
3,"MFTAGt , MFTAGm , MFTHGm",80,0.625,1,"Max",2.9
3,"MFTAGt , MFTAGm , OddO2.5",72,0.625,1,"Max",2.9
3,"MFTAGt , MFTHGm , OddO2.5",194,0.5625,1,"Max",2.9
3,"MFTHGt , MFTAGm , MFTHGm",425,0.75,1,"Max",2.9
3,"MFTHGt , MFTAGm , OddO2.5",150,1,1,"Max",2.9
3,"MFTHGt , MFTHGm , OddO2.5",233,0.75,1,"Max",2.9
3,"MFTAGm , MFTHGm , OddO2.5",588,0.9375,1,"Max",2.9
4,"MFTAGt , MFTHGt , MFTAGm , MFTHGm",180,0.75,1,"Max",2.9
4,"MFTAGt , MFTHGt , MFTAGm , OddO2.5",57,0.666666666666667,1,"Max",2.9
4,"MFTAGt , MFTHGt , MFTHGm , OddO2.5",-9.99999999999999,0.666666666666667,1,"Max",2.9
4,"MFTAGt , MFTAGm , MFTHGm , OddO2.5",146,0.625,1,"Max",2.9
4,"MFTHGt , MFTAGm , MFTHGm , OddO2.5",305,0.75,1,"Max",2.9
5,"MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5",-9.99999999999999,0.5,1,"Max",2.9
